Date,High,Low,Open,Close,Volume,Adj Close,Name,Symbol
2020-01-02,98.63999938964844,97.81999969482422,98.44000244140625,98.62000274658203,793600.0,97.20011901855469,Leidos Holdings,LDOS
2020-01-03,99.87000274658203,97.41000366210938,97.54000091552734,99.4800033569336,1031000.0,98.04773712158203,Leidos Holdings,LDOS
2020-01-06,100.44000244140625,98.68000030517578,99.0,100.36000061035156,799500.0,98.91505432128906,Leidos Holdings,LDOS
2020-01-07,100.7699966430664,99.69999694824219,99.91000366210938,99.98999786376953,483900.0,98.55037689208984,Leidos Holdings,LDOS
2020-01-08,101.08000183105469,99.80999755859375,99.98999786376953,99.87000274658203,1058400.0,98.43212127685547,Leidos Holdings,LDOS
2020-01-09,101.45999908447266,99.75,99.8499984741211,101.08000183105469,762700.0,99.62468719482422,Leidos Holdings,LDOS
2020-01-10,101.62999725341797,100.93000030517578,101.47000122070312,101.0199966430664,533800.0,99.5655517578125,Leidos Holdings,LDOS
2020-01-13,101.81999969482422,100.83000183105469,101.41000366210938,101.1500015258789,869600.0,99.69367980957031,Leidos Holdings,LDOS
2020-01-14,101.56999969482422,100.7300033569336,101.44999694824219,100.79000091552734,604500.0,99.3388671875,Leidos Holdings,LDOS
2020-01-15,102.41999816894531,100.76000213623047,101.12000274658203,102.13999938964844,898800.0,100.66942596435547,Leidos Holdings,LDOS
2020-01-16,102.68000030517578,101.55999755859375,102.61000061035156,102.29000091552734,592700.0,100.81726837158203,Leidos Holdings,LDOS
2020-01-17,103.47000122070312,102.11000061035156,102.41000366210938,103.38999938964844,683100.0,101.90143585205078,Leidos Holdings,LDOS
2020-01-21,103.69000244140625,102.8499984741211,102.93000030517578,103.2699966430664,631300.0,101.78316497802734,Leidos Holdings,LDOS
2020-01-22,104.36000061035156,102.1500015258789,104.01000213623047,102.47000122070312,932600.0,100.99468231201172,Leidos Holdings,LDOS
2020-01-23,102.83000183105469,101.56999969482422,102.55000305175781,102.62999725341797,791000.0,101.15237426757812,Leidos Holdings,LDOS
2020-01-24,102.94999694824219,101.18000030517578,102.79000091552734,101.62000274658203,625300.0,100.15692138671875,Leidos Holdings,LDOS
2020-01-27,101.37000274658203,99.30000305175781,100.1500015258789,100.7699966430664,604100.0,99.31915283203125,Leidos Holdings,LDOS
2020-01-28,102.80999755859375,100.95999908447266,101.2699966430664,102.30999755859375,511700.0,100.83698272705078,Leidos Holdings,LDOS
2020-01-29,102.87000274658203,101.68000030517578,102.6500015258789,101.83000183105469,546900.0,100.3638916015625,Leidos Holdings,LDOS
2020-01-30,102.69999694824219,100.52999877929688,101.2699966430664,102.58000183105469,531400.0,101.10308837890625,Leidos Holdings,LDOS
2020-01-31,102.73999786376953,100.37999725341797,102.56999969482422,100.47000122070312,900800.0,99.02347564697266,Leidos Holdings,LDOS
