Date,logreturn,t,variance_garch_t,w,mu,DF,var_garch_t_05,var_garch_t_01,var_garch_t_025,variance_garch_n,var_garch_n_05,var_garch_n_01,var_garch_n_025,var_empiric_01,var_empiric_025,var_empiric_05
01/19/2018,0.0203437613,384,0.0092302799,,0.001885,3,-0.222597928,-0.428272563,-0.300840963,0.009816719,-0.161086291,-0.228608303,-0.192307223,-0.128918498,-0.102371089,-0.08070737
01/20/2018,0.0067654096,385,0.007145809,,0.001885,3,-0.195630713,-0.376597553,-0.264474374,0.007419487,-0.139797094,-0.198498585,-0.166939579,-0.128918498,-0.102371089,-0.08070737
01/21/2018,0.1255772059,386,0.0057107174,,0.001885,3,-0.174686802,-0.336464493,-0.2362305,0.0057340961,-0.122669843,-0.174275187,-0.146531201,-0.128918498,-0.102371089,-0.08070737
01/22/2018,-0.118355507,387,0.0068985964,,0.001885,3,-0.192184072,-0.369993044,-0.259826412,0.0070148144,-0.135879126,-0.192957328,-0.162271033,-0.128918498,-0.102371089,-0.08070737
01/23/2018,-0.087188292,388,0.0084214404,,0.001885,3,-0.212536878,-0.408993417,-0.287273152,0.0085526588,-0.150232279,-0.213257266,-0.17937387,-0.128918498,-0.107154533,-0.083506926
01/24/2018,0.0623576983,389,0.0084113544,,0.001885,3,-0.212408438,-0.408747298,-0.287099944,0.008363723,-0.148542696,-0.210867657,-0.177360607,-0.128918498,-0.107154533,-0.086876581
01/25/2018,0.0052604863,390,0.0072212761,,0.001885,3,-0.196670958,-0.378590886,-0.265877194,0.0070147553,-0.135878546,-0.192956508,-0.162270342,-0.128918498,-0.107154533,-0.086876581
01/26/2018,-0.006029199,391,0.0058525588,,0.001885,3,-0.176866173,-0.34064064,-0.239169487,0.0055175473,-0.120295299,-0.170916824,-0.143701757,-0.128918498,-0.107154533,-0.086876581
01/27/2018,-0.022054824,392,0.0048351667,,0.001885,3,-0.160588223,-0.30944857,-0.217217886,0.004424996,-0.107531973,-0.152865408,-0.128493316,-0.128918498,-0.107154533,-0.086876581
01/28/2018,0.0493518006,393,0.0041568679,,0.001885,3,-0.148761566,-0.28678614,-0.201269069,0.003729937,-0.098571743,-0.140192784,-0.117816544,-0.128918498,-0.107154533,-0.086876581
01/29/2018,0.0206901583,394,0.0037225023,,0.001885,3,-0.140673675,-0.271287993,-0.190362159,0.0033370974,-0.093134524,-0.132502822,-0.111337698,-0.128918498,-0.107154533,-0.086876581
01/30/2018,-0.048146318,395,0.0031456837,,0.001885,3,-0.129164014,-0.249232996,-0.174840826,0.0027665371,-0.084631066,-0.12047622,-0.101205203,-0.128918498,-0.107154533,-0.086876581
01/31/2018,-0.096219135,396,0.0032700905,,0.001885,3,-0.131730272,-0.2541505,-0.178301548,0.0029311365,-0.08716758,-0.124063659,-0.104227645,-0.128918498,-0.107154533,-0.086876581
02/01/2018,-0.005814987,397,0.0045883241,,0.001885,3,-0.156386651,-0.301397449,-0.211551863,0.0044679862,-0.108062197,-0.153615315,-0.129125118,-0.128918498,-0.107154533,-0.087188292
02/02/2018,-0.108575954,398,0.0039083027,,0.001885,3,-0.144188098,-0.278022387,-0.195101528,0.0036443098,-0.097411971,-0.138552497,-0.116434591,-0.128918498,-0.107154533,-0.087188292
02/03/2018,-0.020168051,399,0.0054476113,,0.001885,3,-0.170571309,-0.32857832,-0.23068056,0.0054939991,-0.120034296,-0.170547682,-0.143390753,-0.128918498,-0.108355486,-0.087188292
02/04/2018,0.019443379,400,0.0046414281,,0.001885,3,-0.157299911,-0.303147453,-0.212783439,0.0044841539,-0.108260942,-0.153896404,-0.129361937,-0.128918498,-0.108355486,-0.087188292
02/05/2018,-0.077399418,401,0.0039701021,,0.001885,3,-0.145338445,-0.280226701,-0.196652826,0.0036575262,-0.097591863,-0.138806921,-0.116648945,-0.128918498,-0.108355486,-0.087188292
02/06/2018,-0.205694171,402,0.0044843787,,0.001885,3,-0.154583615,-0.297942443,-0.209120383,0.0043005637,-0.105982587,-0.150674082,-0.126647109,-0.128918498,-0.108355486,-0.087188292
02/07/2018,0.1167380705,403,0.0110646253,,0.001885,3,-0.243893674,-0.469079813,-0.329559303,0.0126175961,-0.182878491,-0.259429427,-0.21827423,-0.17671167,-0.108575954,-0.096219135
02/08/2018,0.0525061324,404,0.0112169025,,0.001885,3,-0.245579161,-0.472309571,-0.331832264,0.0120406872,-0.178605148,-0.253385556,-0.213182228,-0.17671167,-0.108575954,-0.096219135
02/09/2018,0.0172065536,405,0.0093779169,,0.001885,3,-0.224386091,-0.431699069,-0.303252387,0.0096080328,-0.159344747,-0.226145204,-0.190232045,-0.17671167,-0.108575954,-0.096219135
02/10/2018,0.0351704182,406,0.0076769807,,0.001885,3,-0.20284013,-0.390412352,-0.274196619,0.0030509082,-0.088968785,-0.126611138,-0.106373914,-0.17671167,-0.108575954,-0.096219135
02/11/2018,-0.025588471,407,0.0064839334,,0.001885,3,-0.186261113,-0.358643374,-0.251839016,0.0031284809,-0.090116561,-0.12823446,-0.107741574,-0.17671167,-0.108575954,-0.096219135
02/12/2018,0.0028299802,408,0.00557464,,0.001885,3,-0.172570407,-0.332409024,-0.233376439,0.0031213827,-0.090012131,-0.128086762,-0.107617138,-0.17671167,-0.108575954,-0.096219135
02/13/2018,0.0545625074,409,0.0046786931,,0.001885,3,-0.157937662,-0.304369523,-0.213643478,0.0040078973,-0.102247572,-0.14539158,-0.122196565,-0.17671167,-0.108575954,-0.096219135
02/14/2018,-0.02453733,410,0.0043384455,,0.001885,3,-0.152016615,-0.293023518,-0.20565866,0.0036583938,-0.097603659,-0.138823605,-0.116663001,-0.17671167,-0.108575954,-0.096219135
02/15/2018,0.082228921,411,0.0038837785,,0.001885,3,-0.143729081,-0.277142811,-0.19448252,0.0031903311,-0.091021546,-0.129514397,-0.108819929,-0.17671167,-0.108575954,-0.096219135
02/16/2018,0.0665663818,412,0.0042365785,,0.001885,3,-0.150199076,-0.289540719,-0.203207621,0.003747962,-0.098814179,-0.140535667,-0.118105425,-0.17671167,-0.108575954,-0.096219135
02/17/2018,0.0149232088,413,0.0041254547,,0.001885,3,-0.148191273,-0.285693335,-0.200500002,0.0037306259,-0.098581019,-0.140205904,-0.117827597,-0.17671167,-0.108575954,-0.096219135
02/18/2018,0.0682056241,414,0.0035247549,,0.001885,3,-0.136835501,-0.263933222,-0.185186195,0.0030344955,-0.088724078,-0.126265044,-0.106082327,-0.17671167,-0.108575954,-0.096219135
02/19/2018,-0.031737377,415,0.0036513882,,0.001885,3,-0.139305402,-0.268666086,-0.188516976,0.0034175557,-0.094273171,-0.134113231,-0.112694479,-0.17671167,-0.108575954,-0.087188292
02/20/2018,0.0562431237,416,0.0033927975,,0.001885,3,-0.134214074,-0.258910002,-0.181651075,0.0030044214,-0.08827396,-0.125628434,-0.105545979,-0.17671167,-0.108575954,-0.087188292
02/21/2018,0.0248377052,417,0.0032691368,,0.001885,3,-0.131710787,-0.254113164,-0.178275272,0.0029269947,-0.087104641,-0.123974643,-0.104152649,-0.17671167,-0.107154533,-0.086876581
02/22/2018,-0.078276757,418,0.0028843272,,0.001885,3,-0.12360194,-0.238574861,-0.167340101,0.0024961855,-0.080295166,-0.114343873,-0.09603866,-0.17671167,-0.107154533,-0.086876581
02/23/2018,-0.058825012,419,0.0036906275,,0.001885,3,-0.140062018,-0.270115927,-0.18953731,0.0036451865,-0.097423914,-0.138569388,-0.116448822,-0.17671167,-0.107154533,-0.086876581
02/24/2018,0.0229983594,420,0.0038523765,,0.001885,3,-0.143139212,-0.276012494,-0.193687053,0.0038646046,-0.10036913,-0.142734863,-0.119958262,-0.17671167,-0.107154533,-0.086876581
02/25/2018,-0.046751612,421,0.0033980591,,0.001885,3,-0.134319564,-0.259112144,-0.181793333,0.003195308,-0.091093984,-0.129616847,-0.108906245,-0.17671167,-0.107154533,-0.086876581
02/26/2018,-0.000140521,422,0.0034034796,,0.001885,3,-0.134428156,-0.25932023,-0.181939775,0.00324426,-0.091803492,-0.130620318,-0.109751675,-0.17671167,-0.107154533,-0.086876581
02/27/2018,0.0650769459,423,0.0030213548,,0.001885,3,-0.126548144,-0.244220423,-0.171313198,0.0027084633,-0.083718202,-0.119185137,-0.100117458,-0.17671167,-0.107154533,-0.086876581
02/28/2018,0.0393448272,424,0.0031580007,,0.001885,3,-0.129420325,-0.249724142,-0.175186473,0.0029307794,-0.087162156,-0.124055988,-0.104221182,-0.17671167,-0.107154533,-0.086876581
03/01/2018,-0.037263461,425,0.0029323614,,0.001885,3,-0.124642524,-0.240568843,-0.168743378,0.0026550877,-0.082870517,-0.117986241,-0.099107379,-0.17671167,-0.107154533,-0.086876581
03/02/2018,0.0598148547,426,0.0029033889,,0.001885,3,-0.124015911,-0.239368118,-0.167898361,0.0026774898,-0.083227325,-0.118490881,-0.099532542,-0.17671167,-0.107154533,-0.086876581
03/03/2018,0.0042087458,427,0.0029723333,,0.001885,3,-0.125501969,-0.242215727,-0.169902382,0.0027833441,-0.084893466,-0.120847336,-0.101517872,-0.17671167,-0.107154533,-0.086876581
03/04/2018,0.0242281609,428,0.002675988,,0.001885,3,-0.118984961,-0.22972773,-0.161113882,0.0023692529,-0.078178457,-0.11135017,-0.093516445,-0.17671167,-0.107154533,-0.086876581
03/05/2018,0.0090726767,429,0.0024672703,,0.001885,3,-0.114175571,-0.220511901,-0.154628188,0.0021006128,-0.073502911,-0.104737456,-0.087945188,-0.17671167,-0.107154533,-0.086876581
03/06/2018,0.0143631699,430,0.002273957,,0.001885,3,-0.109536116,-0.211621703,-0.148371659,0.0018692497,-0.069230202,-0.098694483,-0.082853941,-0.17671167,-0.107154533,-0.086876581
03/07/2018,-0.074487788,431,0.0021130031,,0.001885,3,-0.105520489,-0.203926893,-0.142956392,0.0016996872,-0.065928064,-0.094024206,-0.078919201,-0.17671167,-0.107154533,-0.086876581
03/08/2018,-0.061811005,432,0.0029991424,,0.001885,3,-0.126075167,-0.243314097,-0.170675366,0.0029141589,-0.086909302,-0.123698372,-0.103919889,-0.17671167,-0.107154533,-0.086876581
03/09/2018,-0.070519859,433,0.0033564261,,0.001885,3,-0.133482605,-0.25750835,-0.180664654,0.0035248096,-0.095770387,-0.136230773,-0.114478523,-0.17671167,-0.107154533,-0.086876581
03/10/2018,-0.036706376,434,0.0037741693,,0.001885,3,-0.141659596,-0.27317723,-0.19169172,0.0036905091,-0.098039386,-0.139439862,-0.117182202,-0.17671167,-0.107154533,-0.086876581
03/11/2018,-0.038498832,435,0.0035388972,,0.001885,3,-0.137113514,-0.264465955,-0.18556111,0.0032101263,-0.091309329,-0.129921414,-0.109162845,-0.17671167,-0.107154533,-0.086876581
03/12/2018,0.1098388096,436,0.0033903902,,0.001885,3,-0.134165783,-0.258817466,-0.181585952,0.0032353541,-0.091674811,-0.130438322,-0.109598343,-0.17671167,-0.107154533,-0.086876581
03/13/2018,-0.061098603,437,0.0042932367,,0.001885,3,-0.151212652,-0.29148295,-0.204574477,0.0042734399,-0.105641887,-0.150192223,-0.12624114,-0.17671167,-0.107154533,-0.086876581
03/14/2018,-0.003069479,438,0.0043579892,,0.001885,3,-0.152362871,-0.293687019,-0.206125603,0.0035766998,-0.096486572,-0.137243688,-0.11533191,-0.17671167,-0.107154533,-0.086876581
03/15/2018,-0.116061564,439,0.0038176927,,0.001885,3,-0.142484894,-0.27475868,-0.192804675,0.0030867933,-0.089501538,-0.12736462,-0.107008728,-0.17671167,-0.107154533,-0.086876581
03/16/2018,0.0250278767,440,0.0053605515,,0.001885,3,-0.169187725,-0.325927074,-0.228814729,0.0046674361,-0.110489409,-0.157048167,-0.132017319,-0.17671167,-0.108575954,-0.087188292
03/17/2018,0.0204027673,441,0.0046107049,,0.001885,3,-0.156772187,-0.30213622,-0.212071778,0.0032074242,-0.091270098,-0.129865929,-0.109116098,-0.17671167,-0.108575954,-0.087188292
03/18/2018,-0.064985929,442,0.0040872731,,0.001885,3,-0.147495173,-0.284359456,-0.199561277,0.0031787412,-0.090852636,-0.129275505,-0.108618661,-0.17671167,-0.108575954,-0.087188292
03/19/2018,0.0219915291,443,0.0042620342,,0.001885,3,-0.150655294,-0.290414932,-0.203822853,0.0036510914,-0.097504317,-0.138683104,-0.116544628,-0.17671167,-0.108575954,-0.087188292
03/20/2018,0.0290211319,444,0.0038068223,,0.001885,3,-0.14227921,-0.274364546,-0.1925273,0.0031920686,-0.091046841,-0.129550172,-0.10885007,-0.17671167,-0.108575954,-0.087188292
03/21/2018,0.0661101192,445,0.0034428386,,0.001885,3,-0.135214075,-0.26082622,-0.182999625,0.0032200615,-0.091453434,-0.130125224,-0.109334555,-0.17671167,-0.108575954,-0.087188292
03/22/2018,-0.004370863,446,0.0034621946,,0.001885,3,-0.135598927,-0.26156368,-0.183518617,0.0035272875,-0.095804707,-0.136279312,-0.114519417,-0.17671167,-0.108575954,-0.087188292
03/23/2018,-0.02918255,447,0.0031419485,,0.001885,3,-0.129086187,-0.249083863,-0.174735873,0.0031624384,-0.090614519,-0.12893873,-0.108334927,-0.17671167,-0.108575954,-0.087188292
03/24/2018,-0.000412225,448,0.0030412223,,0.001885,3,-0.12696972,-0.245028254,-0.171881714,0.0032634403,-0.092080029,-0.13101143,-0.11008119,-0.17671167,-0.108575954,-0.087188292
03/25/2018,-0.002818383,449,0.0028121417,,0.001885,3,-0.122021725,-0.235546827,-0.165209105,0.0031290753,-0.090125301,-0.12824682,-0.107751988,-0.17671167,-0.108575954,-0.087188292
03/26/2018,-0.005217895,450,0.0026755691,,0.001885,3,-0.1189755,-0.229709601,-0.161101123,0.0030877374,-0.089515512,-0.127384384,-0.107025379,-0.17671167,-0.108575954,-0.087188292
03/27/2018,-0.049936298,451,0.0025058413,,0.001885,3,-0.115079242,-0.222243529,-0.155846831,0.0030779723,-0.089370869,-0.127179813,-0.106853026,-0.17671167,-0.108575954,-0.087188292
03/28/2018,-0.039990207,452,0.0027055078,,0.001885,3,-0.119649812,-0.231001729,-0.162010465,0.003377078,-0.093702025,-0.133305449,-0.112013917,-0.17671167,-0.108575954,-0.087188292
03/29/2018,0.0106318182,453,0.0025809965,,0.001885,3,-0.116820278,-0.22557973,-0.158194702,0.0030361937,-0.088749428,-0.126300896,-0.106112534,-0.17671167,-0.108575954,-0.087188292
03/30/2018,-0.104253142,454,0.0024196308,,0.001885,3,-0.113049629,-0.218354352,-0.1531098,0.0027911398,-0.085014907,-0.121019092,-0.101662577,-0.17671167,-0.108575954,-0.087188292
03/31/2018,-0.041237037,455,0.0032762122,,0.001885,3,-0.131855278,-0.25439004,-0.178470125,0.0041109253,-0.103577506,-0.147272531,-0.123781279,-0.17671167,-0.108575954,-0.096219135
04/01/2018,0.0076637064,456,0.0032383837,,0.001885,3,-0.131080929,-0.252906219,-0.177425878,0.0030697177,-0.089248421,-0.127006632,-0.10670712,-0.17671167,-0.108575954,-0.096219135
04/02/2018,-0.020594941,457,0.0030269402,,0.001885,3,-0.126666801,-0.244447796,-0.171473214,0.00284752,-0.085888192,-0.122254197,-0.102703161,-0.17671167,-0.108575954,-0.096219135
04/03/2018,0.0349629464,458,0.0028979252,,0.001885,3,-0.123897392,-0.23914101,-0.167738532,0.0028893377,-0.086530345,-0.123162405,-0.103468333,-0.17671167,-0.108575954,-0.096219135
04/04/2018,0.0518708712,459,0.0027838085,,0.001885,3,-0.121395946,-0.234347699,-0.164365211,0.0029205222,-0.087006194,-0.123835408,-0.104035342,-0.17671167,-0.108575954,-0.096219135
04/05/2018,-0.087767906,460,0.0027630863,,0.001885,3,-0.12093625,-0.233466821,-0.163745289,0.0030645671,-0.089171934,-0.126898456,-0.106615981,-0.17671167,-0.108575954,-0.096219135
04/06/2018,0.0056923262,461,0.0032511772,,0.001885,3,-0.131343316,-0.253409009,-0.177779719,0.0037694216,-0.099102053,-0.140942811,-0.118448447,-0.17671167,-0.108575954,-0.096219135
04/07/2018,-0.033156712,462,0.0030596474,,0.001885,3,-0.127359459,-0.245775078,-0.172407296,0.0028520596,-0.08595813,-0.12235311,-0.102786497,-0.17671167,-0.108575954,-0.096219135
04/08/2018,0.0478692853,463,0.0029739311,,0.001885,3,-0.125536204,-0.242281327,-0.169948549,0.0029997766,-0.088204241,-0.125529829,-0.105462904,-0.17671167,-0.108575954,-0.096219135
04/09/2018,0.0129032185,464,0.0029126796,,0.001885,3,-0.124217187,-0.239753807,-0.168169791,0.0030628021,-0.089145708,-0.126861364,-0.106584731,-0.17671167,-0.108575954,-0.096219135
04/10/2018,-0.046430291,465,0.0027606758,,0.001885,3,-0.120882664,-0.233364139,-0.163673025,0.0028489162,-0.085909708,-0.122284626,-0.102728799,-0.17671167,-0.108575954,-0.096219135
04/11/2018,0.013094181,466,0.002794787,,0.001885,3,-0.121638799,-0.234813058,-0.164692711,0.0031215482,-0.090014568,-0.128090209,-0.107620041,-0.17671167,-0.108575954,-0.096219135
04/12/2018,0.0202277037,467,0.0026252552,,0.001885,3,-0.117833723,-0.227521709,-0.159561381,0.0028605553,-0.086088864,-0.122538011,-0.102942277,-0.17671167,-0.108575954,-0.096219135
04/13/2018,0.1249180243,468,0.0024572494,,0.001885,3,-0.11393964,-0.220059807,-0.154310024,0.0028569471,-0.086033364,-0.122459516,-0.102876145,-0.17671167,-0.108575954,-0.096219135
04/14/2018,0.0060423951,469,0.003418211,,0.001885,3,-0.134722843,-0.259884912,-0.182337174,0.0044623718,-0.107993097,-0.153517585,-0.12904278,-0.17671167,-0.108575954,-0.096219135
04/15/2018,0.0177136733,470,0.0031752452,,0.001885,3,-0.129778338,-0.250410174,-0.175669271,0.0028671051,-0.086189524,-0.122680376,-0.10306222,-0.17671167,-0.108575954,-0.096219135
04/16/2018,0.0371579004,471,0.0029997599,,0.001885,3,-0.126088339,-0.243339337,-0.170693129,0.002879149,-0.086374317,-0.122941733,-0.103282415,-0.17671167,-0.108575954,-0.096219135
04/17/2018,-0.036250918,472,0.0028936462,,0.001885,3,-0.123804496,-0.238963,-0.167613257,0.0029779359,-0.087875682,-0.125065141,-0.105071401,-0.17671167,-0.108575954,-0.096219135
04/18/2018,-0.018619568,473,0.002863262,,0.001885,3,-0.123142864,-0.237695172,-0.166721015,0.0030306818,-0.088667122,-0.126184491,-0.106014461,-0.17671167,-0.108575954,-0.096219135
04/19/2018,0.0335666075,474,0.002746283,,0.001885,3,-0.120562221,-0.232750102,-0.163240893,0.0029139893,-0.08690672,-0.123694719,-0.103916811,-0.17671167,-0.108575954,-0.096219135
04/20/2018,0.0109245866,475,0.0026590357,,0.001885,3,-0.118601499,-0.228992936,-0.160596765,0.0029485191,-0.087431245,-0.124436565,-0.104541822,-0.17671167,-0.108575954,-0.096219135
04/21/2018,0.0699509188,476,0.0025403625,,0.001885,3,-0.115882151,-0.223782077,-0.156929593,0.0028458802,-0.085862916,-0.122218448,-0.102673043,-0.17671167,-0.108575954,-0.096219135
04/22/2018,-0.005154432,477,0.0027182813,,0.001885,3,-0.119936374,-0.231550843,-0.162396908,0.0033114445,-0.092768604,-0.131985294,-0.110901677,-0.17671167,-0.108575954,-0.096219135
04/23/2018,0.003552511,478,0.0026223849,,0.001885,3,-0.117768258,-0.227396264,-0.159473099,0.0028530141,-0.085972827,-0.122373898,-0.10280401,-0.17671167,-0.108575954,-0.096219135
04/24/2018,0.0107260914,479,0.0025197553,,0.001885,3,-0.115403522,-0.22286492,-0.156284139,0.0028422405,-0.085806785,-0.122139061,-0.102606159,-0.17671167,-0.108575954,-0.096219135
04/25/2018,0.0672725614,480,0.0024345965,,0.001885,3,-0.113404522,-0.219034404,-0.153588391,0.0028439332,-0.085832894,-0.122175987,-0.102637269,-0.17671167,-0.108575954,-0.096219135
04/26/2018,-0.060396107,481,0.0025793885,,0.001885,3,-0.116783292,-0.225508858,-0.158144826,0.0032776304,-0.092284097,-0.131300047,-0.110324352,-0.17671167,-0.108575954,-0.096219135
04/27/2018,0.0288058741,482,0.0027405986,,0.001885,3,-0.120435431,-0.232507145,-0.163069911,0.0032828154,-0.092358552,-0.13140535,-0.11041307,-0.17671167,-0.108575954,-0.096219135
04/28/2018,-0.02716048,483,0.0026663768,,0.001885,3,-0.118767705,-0.229311421,-0.160820901,0.0029308324,-0.087162961,-0.124057126,-0.104222141,-0.17671167,-0.108575954,-0.096219135
04/29/2018,0.0344541972,484,0.0026288634,,0.001885,3,-0.117915966,-0.227679305,-0.159672291,0.0029622205,-0.087638524,-0.124729724,-0.10478881,-0.17671167,-0.108575954,-0.096219135
04/30/2018,0.0008690392,485,0.0025824135,,0.001885,3,-0.116852858,-0.225642161,-0.158238638,0.0029645226,-0.087673304,-0.124778915,-0.104830253,-0.17671167,-0.108575954,-0.096219135
05/01/2018,-0.008036212,486,0.0024948669,,0.001885,3,-0.114822838,-0.221752205,-0.155501059,0.0028693757,-0.086224393,-0.122729691,-0.103103769,-0.17671167,-0.108575954,-0.096219135
05/02/2018,-0.020119172,487,0.0024176,,0.001885,3,-0.113001387,-0.218261911,-0.153044744,0.0028788578,-0.086369854,-0.122935419,-0.103277096,-0.17671167,-0.108575954,-0.096219135
05/03/2018,0.0159912497,488,0.002373957,,0.001885,3,-0.11195969,-0.216265793,-0.151639965,0.0029184064,-0.08697399,-0.123789861,-0.103996969,-0.17671167,-0.108575954,-0.096219135
05/04/2018,0.0443155173,489,0.0022787058,,0.001885,3,-0.109652397,-0.211844521,-0.148528469,0.002881289,-0.086407112,-0.122988115,-0.103321493,-0.17671167,-0.108575954,-0.096219135
05/05/2018,0.007386253,490,0.0022670698,,0.001885,3,-0.109367256,-0.211298131,-0.148143943,0.0030424892,-0.088843344,-0.126433724,-0.106224441,-0.17671167,-0.108575954,-0.096219135
05/06/2018,0.009488284,491,0.0021541519,,0.001885,3,-0.106561258,-0.205921231,-0.144359919,0.0028778758,-0.086354801,-0.12291413,-0.10325916,-0.17671167,-0.108575954,-0.096219135
05/07/2018,-0.017822367,492,0.0020298854,,0.001885,3,-0.103386834,-0.19983835,-0.140079056,0.002875476,-0.086318002,-0.122862085,-0.103215312,-0.17671167,-0.108575954,-0.096219135
05/08/2018,-0.029982103,493,0.0019811407,,0.001885,3,-0.102115184,-0.197401593,-0.138364174,0.0029098317,-0.086843353,-0.123605099,-0.103841306,-0.17671167,-0.108575954,-0.096219135
05/09/2018,-0.012607014,494,0.0019719759,,0.001885,3,-0.101874353,-0.196940109,-0.138039402,0.0029803578,-0.087912176,-0.125116755,-0.105114887,-0.17671167,-0.108575954,-0.096219135
05/10/2018,0.010073407,495,0.0018829083,,0.001885,3,-0.09950405,-0.192398097,-0.134842935,0.0028913957,-0.086561826,-0.12320693,-0.103505846,-0.17671167,-0.108575954,-0.096219135
05/11/2018,-0.023944264,496,0.0017554418,,0.001885,3,-0.096012078,-0.185706723,-0.130133841,0.0028604221,-0.086086817,-0.122535115,-0.102939837,-0.17671167,-0.108575954,-0.096219135
05/12/2018,-0.072049999,497,0.001751435,,0.001885,3,-0.09590029,-0.185492513,-0.12998309,0.0029097071,-0.086841454,-0.123602413,-0.103839042,-0.17671167,-0.108575954,-0.096219135
05/13/2018,0.0018354919,498,0.0021298414,,0.001885,3,-0.105947591,-0.204745313,-0.14353236,0.0034507078,-0.094738436,-0.134771266,-0.113248878,-0.17671167,-0.108575954,-0.096219135
05/14/2018,0.0282734408,499,0.0020371714,,0.001885,3,-0.103575595,-0.200200056,-0.140333609,0.0028361063,-0.085712105,-0.122005154,-0.102493341,-0.17671167,-0.108575954,-0.096219135
05/15/2018,-0.008701399,500,0.0019740672,,0.001885,3,-0.101929356,-0.197045507,-0.138113577,0.002901928,-0.086722769,-0.123434555,-0.103697621,-0.17671167,-0.108575954,-0.096219135
05/16/2018,-0.016381683,501,0.0018745312,,0.001885,3,-0.099278261,-0.191965435,-0.134538446,0.0028449929,-0.085849235,-0.122199098,-0.10265674,-0.17671167,-0.108575954,-0.096219135
05/17/2018,-0.02026571,502,0.0017890658,,0.001885,3,-0.096945196,-0.187494779,-0.131392196,0.0028581376,-0.086051681,-0.122485422,-0.10289797,-0.17671167,-0.108575954,-0.096219135
05/18/2018,-0.028528419,503,0.0017515936,,0.001885,3,-0.095904716,-0.185500995,-0.129989059,0.0028511865,-0.085944683,-0.122334092,-0.102770474,-0.17671167,-0.108575954,-0.096219135
05/19/2018,0.0163878923,504,0.0017330444,,0.001885,3,-0.095385549,-0.184506159,-0.129288938,0.0029057496,-0.086781095,-0.123517045,-0.10376712,-0.17671167,-0.108575954,-0.096219135
05/20/2018,-0.002036849,505,0.0016293877,,0.001885,3,-0.092431739,-0.17884602,-0.125305582,0.0028167841,-0.0854132,-0.121582406,-0.102137173,-0.17671167,-0.108575954,-0.096219135
05/21/2018,0.033966987,506,0.0015069595,,0.001885,3,-0.088819198,-0.17192361,-0.120433896,0.002796592,-0.085099739,-0.121139073,-0.101763662,-0.17671167,-0.108575954,-0.096219135
05/22/2018,-0.014426432,507,0.0015027188,,0.001885,3,-0.088691486,-0.171678888,-0.120261671,0.0028969789,-0.08664718,-0.123327647,-0.10360755,-0.17671167,-0.108575954,-0.096219135
05/23/2018,-0.045123576,508,0.001442112,,0.001885,3,-0.086846153,-0.16814283,-0.117773149,0.0028263338,-0.085561058,-0.121791524,-0.102313356,-0.17671167,-0.108575954,-0.096219135
05/24/2018,-0.059079608,509,0.0014921326,,0.001885,3,-0.08837188,-0.171066453,-0.119830666,0.0029657979,-0.087692566,-0.124806156,-0.104853205,-0.128918498,-0.107154533,-0.087767906
05/25/2018,0.0013825395,510,0.0016779701,,0.001885,3,-0.093827498,-0.181520596,-0.12718783,0.0030484216,-0.088931755,-0.126558765,-0.106329789,-0.128918498,-0.107154533,-0.087767906
05/26/2018,-0.016115401,511,0.0015811372,,0.001885,3,-0.091024762,-0.176149948,-0.123408206,0.0027168901,-0.083851266,-0.119373334,-0.100276015,-0.128918498,-0.107154533,-0.087767906
05/27/2018,-0.013839683,512,0.0015121347,,0.001885,3,-0.088974814,-0.172221805,-0.120643752,0.0027351748,-0.084139285,-0.119780684,-0.10061921,-0.128918498,-0.107154533,-0.087767906
05/28/2018,0.0025737747,513,0.0014277336,,0.001885,3,-0.086402703,-0.167293084,-0.117175136,0.0026975181,-0.083545061,-0.118940262,-0.099911149,-0.128918498,-0.107154533,-0.087767906
05/29/2018,-0.031921568,514,0.0013408319,,0.001885,3,-0.083673635,-0.162063601,-0.113494857,0.0011961373,-0.055002872,-0.078572498,-0.065901032,-0.128918498,-0.107154533,-0.087767906
05/30/2018,0.0451516798,515,0.0013483819,,0.001885,3,-0.083914178,-0.162524533,-0.11381924,0.0027665246,-0.084630871,-0.120475944,-0.101204971,-0.128918498,-0.107154533,-0.087767906
05/31/2018,-0.01003448,516,0.0014433989,,0.001885,3,-0.086885735,-0.168218678,-0.117826528,0.0013016712,-0.057459399,-0.082046812,-0.068828165,-0.128918498,-0.107154533,-0.087767906
06/01/2018,0.0142558331,517,0.001361977,,0.001885,3,-0.084345628,-0.163351285,-0.114401072,0.0012162724,-0.055479681,-0.079246859,-0.066469185,-0.128918498,-0.107154533,-0.087767906
06/02/2018,0.0058180621,518,0.0012771032,,0.001885,3,-0.081615619,-0.158119998,-0.110719523,0.0011269253,-0.053332508,-0.076210071,-0.06391067,-0.128918498,-0.107154533,-0.087767906
06/03/2018,0.0144927272,519,0.0011793927,,0.001885,3,-0.078357781,-0.151877275,-0.106326171,0.0010292876,-0.05088629,-0.072750338,-0.060995822,-0.128918498,-0.107154533,-0.087767906
06/04/2018,0.0071344997,520,0.0010972045,,0.001885,3,-0.075511371,-0.146422939,-0.10248765,0.0009432566,-0.048632791,-0.069563172,-0.058310613,-0.128918498,-0.107154533,-0.087767906
